"id","report_date","period_date","hw","units"
"2017-09-03_WiiU","2017-09-03",7,"WiiU",87
"2017-09-03_NSW","2017-09-03",7,"NSW",32857
"2017-09-03_PS4","2017-09-03",7,"PS4",29736
"2017-09-03_XBOne","2017-09-03",7,"XBOne",55
"2017-09-10_3DS","2017-09-10",7,"3DS",22468
"2017-09-10_Vita","2017-09-10",7,"Vita",4182
"2017-09-10_WiiU","2017-09-10",7,"WiiU",105
"2017-09-10_NSW","2017-09-10",7,"NSW",47801
"2017-09-10_PS4","2017-09-10",7,"PS4",31595
"2017-09-10_XBOne","2017-09-10",7,"XBOne",84
"2017-09-17_3DS","2017-09-17",7,"3DS",20413
"2017-09-17_Vita","2017-09-17",7,"Vita",4308
"2017-09-17_WiiU","2017-09-17",7,"WiiU",174
"2017-09-17_NSW","2017-09-17",7,"NSW",38006
"2017-09-17_PS4","2017-09-17",7,"PS4",27480
"2017-09-17_XBOne","2017-09-17",7,"XBOne",51
"2017-09-24_3DS","2017-09-24",7,"3DS",18868
"2017-09-24_Vita","2017-09-24",7,"Vita",3871
"2017-09-24_WiiU","2017-09-24",7,"WiiU",73
"2017-09-24_NSW","2017-09-24",7,"NSW",50146
"2017-09-24_PS4","2017-09-24",7,"PS4",25819
"2017-09-24_XBOne","2017-09-24",7,"XBOne",26
"2017-10-01_3DS","2017-10-01",7,"3DS",20680
"2017-10-01_Vita","2017-10-01",7,"Vita",4256
"2017-10-01_WiiU","2017-10-01",7,"WiiU",32
"2017-10-01_NSW","2017-10-01",7,"NSW",74500
"2017-10-01_PS4","2017-10-01",7,"PS4",34564
"2017-10-01_XBOne","2017-10-01",7,"XBOne",53
"2017-10-08_3DS","2017-10-08",7,"3DS",23406
"2017-10-08_Vita","2017-10-08",7,"Vita",3987
"2017-10-08_WiiU","2017-10-08",7,"WiiU",35
"2017-10-08_NSW","2017-10-08",7,"NSW",38425
"2017-10-08_PS4","2017-10-08",7,"PS4",25398
"2017-10-08_XBOne","2017-10-08",7,"XBOne",189
"2017-10-15_3DS","2017-10-15",7,"3DS",20157
"2017-10-15_Vita","2017-10-15",7,"Vita",4142
"2017-10-15_WiiU","2017-10-15",7,"WiiU",49
"2017-10-15_NSW","2017-10-15",7,"NSW",37227
"2017-10-15_PS4","2017-10-15",7,"PS4",26486
"2017-10-15_XBOne","2017-10-15",7,"XBOne",53
"2017-10-22_3DS","2017-10-22",7,"3DS",15255
"2017-10-22_Vita","2017-10-22",7,"Vita",3832
"2017-10-22_WiiU","2017-10-22",7,"WiiU",33
"2017-10-22_NSW","2017-10-22",7,"NSW",23892
"2017-10-22_PS4","2017-10-22",7,"PS4",32007
"2017-10-22_XBOne","2017-10-22",7,"XBOne",71
"2017-10-29_3DS","2017-10-29",7,"3DS",16465
"2017-10-29_Vita","2017-10-29",7,"Vita",3197
"2017-10-29_WiiU","2017-10-29",7,"WiiU",46
"2017-10-29_NSW","2017-10-29",7,"NSW",133094
"2017-10-29_PS4","2017-10-29",7,"PS4",26123
"2017-10-29_XBOne","2017-10-29",7,"XBOne",59
"2017-11-05_3DS","2017-11-05",7,"3DS",20368
"2017-11-05_Vita","2017-11-05",7,"Vita",3309
"2017-11-05_WiiU","2017-11-05",7,"WiiU",38
"2017-11-05_NSW","2017-11-05",7,"NSW",63977
"2017-11-05_PS4","2017-11-05",7,"PS4",31963
"2017-11-05_XBOne","2017-11-05",7,"XBOne",65
"2017-11-12_3DS","2017-11-12",7,"3DS",18687
"2017-11-12_Vita","2017-11-12",7,"Vita",3023
"2017-11-12_WiiU","2017-11-12",7,"WiiU",32
"2017-11-12_NSW","2017-11-12",7,"NSW",84593
"2017-11-12_PS4","2017-11-12",7,"PS4",29641
"2017-11-12_XBOne","2017-11-12",7,"XBOne",1688
"2017-11-19_3DS","2017-11-19",7,"3DS",40582
"2017-11-19_Vita","2017-11-19",7,"Vita",2716
"2017-11-19_WiiU","2017-11-19",7,"WiiU",38
"2017-11-19_NSW","2017-11-19",7,"NSW",90303
"2017-11-19_PS4","2017-11-19",7,"PS4",31862
"2017-11-19_XBOne","2017-11-19",7,"XBOne",161
"2017-11-26_3DS","2017-11-26",7,"3DS",32178
"2017-11-26_Vita","2017-11-26",7,"Vita",3396
"2017-11-26_WiiU","2017-11-26",7,"WiiU",131
"2017-11-26_NSW","2017-11-26",7,"NSW",133746
"2017-11-26_PS4","2017-11-26",7,"PS4",27806
"2017-11-26_XBOne","2017-11-26",7,"XBOne",204
"2017-12-03_3DS","2017-12-03",7,"3DS",32246
"2017-12-03_Vita","2017-12-03",7,"Vita",4223
"2017-12-03_WiiU","2017-12-03",7,"WiiU",63
"2017-12-03_NSW","2017-12-03",7,"NSW",150583
"2017-12-03_PS4","2017-12-03",7,"PS4",31518
"2017-12-03_XBOne","2017-12-03",7,"XBOne",223
"2017-12-10_3DS","2017-12-10",7,"3DS",45217
"2017-12-10_Vita","2017-12-10",7,"Vita",8676
"2017-12-10_WiiU","2017-12-10",7,"WiiU",98
"2017-12-10_NSW","2017-12-10",7,"NSW",193717
"2017-12-10_PS4","2017-12-10",7,"PS4",79242
"2017-12-10_XBOne","2017-12-10",7,"XBOne",3409
"2017-12-17_3DS","2017-12-17",7,"3DS",53886
"2017-12-17_Vita","2017-12-17",7,"Vita",9561
"2017-12-17_WiiU","2017-12-17",7,"WiiU",101
"2017-12-17_NSW","2017-12-17",7,"NSW",230259
"2017-12-17_PS4","2017-12-17",7,"PS4",73142
"2017-12-17_XBOne","2017-12-17",7,"XBOne",1581
"2017-12-24_3DS","2017-12-24",7,"3DS",89430
"2017-12-24_Vita","2017-12-24",7,"Vita",16155
"2017-12-24_WiiU","2017-12-24",7,"WiiU",103
"2017-12-24_NSW","2017-12-24",7,"NSW",303504
"2017-12-24_PS4","2017-12-24",7,"PS4",70581
"2017-12-24_XBOne","2017-12-24",7,"XBOne",569
"2017-12-31_3DS","2017-12-31",7,"3DS",35357
"2017-12-31_Vita","2017-12-31",7,"Vita",7040
"2017-12-31_WiiU","2017-12-31",7,"WiiU",69
"2017-12-31_NSW","2017-12-31",7,"NSW",115255
"2017-12-31_PS4","2017-12-31",7,"PS4",58182
"2017-12-31_XBOne","2017-12-31",7,"XBOne",287
"2018-01-07_3DS","2018-01-07",7,"3DS",64986
"2018-01-07_Vita","2018-01-07",7,"Vita",13119
"2018-01-07_NSW","2018-01-07",7,"NSW",159636
"2018-01-07_PS4","2018-01-07",7,"PS4",103607
"2018-01-07_XBOne","2018-01-07",7,"XBOne",273
"2018-01-14_3DS","2018-01-14",7,"3DS",21014
"2018-01-14_Vita","2018-01-14",7,"Vita",4146
"2018-01-14_NSW","2018-01-14",7,"NSW",31189
"2018-01-14_PS4","2018-01-14",7,"PS4",41188
"2018-01-14_XBOne","2018-01-14",7,"XBOne",129
"2018-01-21_3DS","2018-01-21",7,"3DS",14620
"2018-01-21_Vita","2018-01-21",7,"Vita",4007
"2018-01-21_NSW","2018-01-21",7,"NSW",38749
"2018-01-21_PS4","2018-01-21",7,"PS4",44910
"2018-01-21_XBOne","2018-01-21",7,"XBOne",440
"2018-01-28_3DS","2018-01-28",7,"3DS",12572
"2018-01-28_Vita","2018-01-28",7,"Vita",3367
"2018-01-28_NSW","2018-01-28",7,"NSW",39473
"2018-01-28_PS4","2018-01-28",7,"PS4",140432
"2018-01-28_XBOne","2018-01-28",7,"XBOne",1603
"2018-02-04_3DS","2018-02-04",7,"3DS",12551
"2018-02-04_Vita","2018-02-04",7,"Vita",4228
"2018-02-04_NSW","2018-02-04",7,"NSW",46517
"2018-02-04_PS4","2018-02-04",7,"PS4",109286
"2018-02-04_XBOne","2018-02-04",7,"XBOne",1086
"2018-02-11_3DS","2018-02-11",7,"3DS",13066
"2018-02-11_Vita","2018-02-11",7,"Vita",4177
"2018-02-11_NSW","2018-02-11",7,"NSW",43522
"2018-02-11_PS4","2018-02-11",7,"PS4",70172
"2018-02-11_XBOne","2018-02-11",7,"XBOne",368
"2018-02-18_3DS","2018-02-18",7,"3DS",13075
"2018-02-18_Vita","2018-02-18",7,"Vita",5274
"2018-02-18_NSW","2018-02-18",7,"NSW",40655
"2018-02-18_PS4","2018-02-18",7,"PS4",48391
"2018-02-18_XBOne","2018-02-18",7,"XBOne",267
"2018-02-25_3DS","2018-02-25",7,"3DS",12621
"2018-02-25_Vita","2018-02-25",7,"Vita",5666
"2018-02-25_NSW","2018-02-25",7,"NSW",41294
"2018-02-25_PS4","2018-02-25",7,"PS4",36193
"2018-02-25_XBOne","2018-02-25",7,"XBOne",428
"2018-03-04_3DS","2018-03-04",7,"3DS",12513
"2018-03-04_Vita","2018-03-04",7,"Vita",5890
"2018-03-04_NSW","2018-03-04",7,"NSW",43801
"2018-03-04_PS4","2018-03-04",7,"PS4",26843
"2018-03-04_XBOne","2018-03-04",7,"XBOne",185
"2018-03-11_3DS","2018-03-11",7,"3DS",12255
"2018-03-11_Vita","2018-03-11",7,"Vita",6636
"2018-03-11_NSW","2018-03-11",7,"NSW",45746
"2018-03-11_PS4","2018-03-11",7,"PS4",27323
"2018-03-11_XBOne","2018-03-11",7,"XBOne",193
"2018-03-18_3DS","2018-03-18",7,"3DS",11100
"2018-03-18_Vita","2018-03-18",7,"Vita",4563
"2018-03-18_NSW","2018-03-18",7,"NSW",47841
"2018-03-18_PS4","2018-03-18",7,"PS4",19845
"2018-03-18_XBOne","2018-03-18",7,"XBOne",142
"2018-03-25_3DS","2018-03-25",7,"3DS",13011
"2018-03-25_Vita","2018-03-25",7,"Vita",4494
"2018-03-25_NSW","2018-03-25",7,"NSW",51563
"2018-03-25_PS4","2018-03-25",7,"PS4",19175
"2018-03-25_XBOne","2018-03-25",7,"XBOne",155
"2018-04-01_3DS","2018-04-01",7,"3DS",11951
"2018-04-01_Vita","2018-04-01",7,"Vita",4553
"2018-04-01_NSW","2018-04-01",7,"NSW",41402
"2018-04-01_PS4","2018-04-01",7,"PS4",21569
"2018-04-01_XBOne","2018-04-01",7,"XBOne",267
"2018-04-08_3DS","2018-04-08",7,"3DS",10570
"2018-04-08_Vita","2018-04-08",7,"Vita",3471
"2018-04-08_NSW","2018-04-08",7,"NSW",36341
"2018-04-08_PS4","2018-04-08",7,"PS4",13018
"2018-04-08_XBOne","2018-04-08",7,"XBOne",125
"2018-04-15_3DS","2018-04-15",7,"3DS",8909
"2018-04-15_Vita","2018-04-15",7,"Vita",3113
"2018-04-15_NSW","2018-04-15",7,"NSW",32427
"2018-04-15_PS4","2018-04-15",7,"PS4",11837
"2018-04-15_XBOne","2018-04-15",7,"XBOne",145
"2018-04-22_3DS","2018-04-22",7,"3DS",8010
"2018-04-22_Vita","2018-04-22",7,"Vita",3220
"2018-04-22_NSW","2018-04-22",7,"NSW",32476
"2018-04-22_PS4","2018-04-22",7,"PS4",11807
"2018-04-22_XBOne","2018-04-22",7,"XBOne",156
"2018-04-29_3DS","2018-04-29",7,"3DS",8378
"2018-04-29_Vita","2018-04-29",7,"Vita",5048
"2018-04-29_NSW","2018-04-29",7,"NSW",35498
"2018-04-29_PS4","2018-04-29",7,"PS4",24330
"2018-04-29_XBOne","2018-04-29",7,"XBOne",236
"2018-05-06_3DS","2018-05-06",7,"3DS",13322
"2018-05-06_Vita","2018-05-06",7,"Vita",7977
"2018-05-06_NSW","2018-05-06",7,"NSW",54534
"2018-05-06_PS4","2018-05-06",7,"PS4",37356
"2018-05-06_XBOne","2018-05-06",7,"XBOne",219
"2018-05-13_3DS","2018-05-13",7,"3DS",6703
"2018-05-13_Vita","2018-05-13",7,"Vita",2804
"2018-05-13_NSW","2018-05-13",7,"NSW",27907
"2018-05-13_PS4","2018-05-13",7,"PS4",16905
"2018-05-13_XBOne","2018-05-13",7,"XBOne",180
"2018-05-20_3DS","2018-05-20",7,"3DS",6774
"2018-05-20_Vita","2018-05-20",7,"Vita",2698
"2018-05-20_NSW","2018-05-20",7,"NSW",30341
"2018-05-20_PS4","2018-05-20",7,"PS4",15559
"2018-05-20_XBOne","2018-05-20",7,"XBOne",184
"2018-05-27_3DS","2018-05-27",7,"3DS",6588
"2018-05-27_Vita","2018-05-27",7,"Vita",2721
"2018-05-27_NSW","2018-05-27",7,"NSW",31673
"2018-05-27_PS4","2018-05-27",7,"PS4",16361
"2018-05-27_XBOne","2018-05-27",7,"XBOne",182
"2018-06-03_3DS","2018-06-03",7,"3DS",7252
"2018-06-03_Vita","2018-06-03",7,"Vita",2742
"2018-06-03_NSW","2018-06-03",7,"NSW",36271
"2018-06-03_PS4","2018-06-03",7,"PS4",17396
"2018-06-03_XBOne","2018-06-03",7,"XBOne",149
"2018-06-10_3DS","2018-06-10",7,"3DS",7285
"2018-06-10_Vita","2018-06-10",7,"Vita",3921
"2018-06-10_NSW","2018-06-10",7,"NSW",36449
"2018-06-10_PS4","2018-06-10",7,"PS4",26978
"2018-06-10_XBOne","2018-06-10",7,"XBOne",103
"2018-06-17_3DS","2018-06-17",7,"3DS",7321
"2018-06-17_Vita","2018-06-17",7,"Vita",2983
"2018-06-17_NSW","2018-06-17",7,"NSW",44824
"2018-06-17_PS4","2018-06-17",7,"PS4",22570
"2018-06-17_XBOne","2018-06-17",7,"XBOne",826
"2018-06-24_3DS","2018-06-24",7,"3DS",7052
"2018-06-24_Vita","2018-06-24",7,"Vita",2410
"2018-06-24_NSW","2018-06-24",7,"NSW",46750
"2018-06-24_PS4","2018-06-24",7,"PS4",21368
"2018-06-24_XBOne","2018-06-24",7,"XBOne",441
"2018-07-01_3DS","2018-07-01",7,"3DS",7653
"2018-07-01_Vita","2018-07-01",7,"Vita",2794
"2018-07-01_NSW","2018-07-01",7,"NSW",50678
"2018-07-01_PS4","2018-07-01",7,"PS4",19639
"2018-07-01_XBOne","2018-07-01",7,"XBOne",220
"2018-07-08_3DS","2018-07-08",7,"3DS",7522
"2018-07-08_Vita","2018-07-08",7,"Vita",2788
"2018-07-08_NSW","2018-07-08",7,"NSW",43648
"2018-07-08_PS4","2018-07-08",7,"PS4",19041
"2018-07-08_XBOne","2018-07-08",7,"XBOne",183
"2018-07-15_3DS","2018-07-15",7,"3DS",7499
"2018-07-15_Vita","2018-07-15",7,"Vita",3594
"2018-07-15_NSW","2018-07-15",7,"NSW",47317
"2018-07-15_PS4","2018-07-15",7,"PS4",17747
"2018-07-15_XBOne","2018-07-15",7,"XBOne",115
"2018-07-22_3DS","2018-07-22",7,"3DS",10552
"2018-07-22_Vita","2018-07-22",7,"Vita",3796
"2018-07-22_NSW","2018-07-22",7,"NSW",53644
"2018-07-22_PS4","2018-07-22",7,"PS4",18033
"2018-07-22_XBOne","2018-07-22",7,"XBOne",385
"2018-07-29_3DS","2018-07-29",7,"3DS",8413
"2018-07-29_Vita","2018-07-29",7,"Vita",2653
"2018-07-29_NSW","2018-07-29",7,"NSW",47446
"2018-07-29_PS4","2018-07-29",7,"PS4",17572
"2018-07-29_XBOne","2018-07-29",7,"XBOne",335
"2018-08-05_3DS","2018-08-05",7,"3DS",11361
"2018-08-05_Vita","2018-08-05",7,"Vita",2916
"2018-08-05_NSW","2018-08-05",7,"NSW",48975
"2018-08-05_PS4","2018-08-05",7,"PS4",17254
"2018-08-05_XBOne","2018-08-05",7,"XBOne",113
"2018-08-12_3DS","2018-08-12",7,"3DS",10566
"2018-08-12_Vita","2018-08-12",7,"Vita",2602
"2018-08-12_NSW","2018-08-12",7,"NSW",50549
"2018-08-12_PS4","2018-08-12",7,"PS4",19754
"2018-08-12_XBOne","2018-08-12",7,"XBOne",125
"2018-08-19_3DS","2018-08-19",7,"3DS",11232
"2018-08-19_Vita","2018-08-19",7,"Vita",2982
"2018-08-19_NSW","2018-08-19",7,"NSW",53536
"2018-08-19_PS4","2018-08-19",7,"PS4",26811
"2018-08-19_XBOne","2018-08-19",7,"XBOne",136
"2018-08-26_3DS","2018-08-26",7,"3DS",7810
"2018-08-26_Vita","2018-08-26",7,"Vita",2370
"2018-08-26_NSW","2018-08-26",7,"NSW",46413
"2018-08-26_PS4","2018-08-26",7,"PS4",22242
"2018-08-26_XBOne","2018-08-26",7,"XBOne",154
"2018-09-02_3DS","2018-09-02",7,"3DS",7715
"2018-09-02_Vita","2018-09-02",7,"Vita",2325
"2018-09-02_NSW","2018-09-02",7,"NSW",41125
"2018-09-02_PS4","2018-09-02",7,"PS4",17564
"2018-09-02_XBOne","2018-09-02",7,"XBOne",144
"2018-09-09_3DS","2018-09-09",7,"3DS",6888
"2018-09-09_Vita","2018-09-09",7,"Vita",2327
"2018-09-09_NSW","2018-09-09",7,"NSW",46206
"2018-09-09_PS4","2018-09-09",7,"PS4",18974
"2018-09-09_XBOne","2018-09-09",7,"XBOne",61
"2018-09-16_3DS","2018-09-16",7,"3DS",6338
"2018-09-16_Vita","2018-09-16",7,"Vita",1970
"2018-09-16_NSW","2018-09-16",7,"NSW",36153
"2018-09-16_PS4","2018-09-16",7,"PS4",20849
"2018-09-16_XBOne","2018-09-16",7,"XBOne",275
"2018-09-23_3DS","2018-09-23",7,"3DS",6788
"2018-09-23_Vita","2018-09-23",7,"Vita",2619
"2018-09-23_NSW","2018-09-23",7,"NSW",36751
"2018-09-23_PS4","2018-09-23",7,"PS4",17299
"2018-09-23_XBOne","2018-09-23",7,"XBOne",125
"2018-09-30_3DS","2018-09-30",7,"3DS",6651
"2018-09-30_Vita","2018-09-30",7,"Vita",2760
"2018-09-30_NSW","2018-09-30",7,"NSW",43197
"2018-09-30_PS4","2018-09-30",7,"PS4",20520
"2018-09-30_XBOne","2018-09-30",7,"XBOne",114
"2018-10-07_3DS","2018-10-07",7,"3DS",6376
"2018-10-07_Vita","2018-10-07",7,"Vita",2823
"2018-10-07_NSW","2018-10-07",7,"NSW",46590
"2018-10-07_PS4","2018-10-07",7,"PS4",13548
"2018-10-07_XBOne","2018-10-07",7,"XBOne",461
"2018-10-14_3DS","2018-10-14",7,"3DS",6430
"2018-10-14_Vita","2018-10-14",7,"Vita",2535
"2018-10-14_NSW","2018-10-14",7,"NSW",44572
"2018-10-14_PS4","2018-10-14",7,"PS4",25482
"2018-10-14_XBOne","2018-10-14",7,"XBOne",310
"2018-10-21_3DS","2018-10-21",7,"3DS",5373
"2018-10-21_Vita","2018-10-21",7,"Vita",2803
"2018-10-21_NSW","2018-10-21",7,"NSW",43863
"2018-10-21_PS4","2018-10-21",7,"PS4",19867
"2018-10-21_XBOne","2018-10-21",7,"XBOne",140
"2018-10-28_3DS","2018-10-28",7,"3DS",5497
"2018-10-28_Vita","2018-10-28",7,"Vita",2004
"2018-10-28_NSW","2018-10-28",7,"NSW",38448
"2018-10-28_PS4","2018-10-28",7,"PS4",19321
"2018-10-28_XBOne","2018-10-28",7,"XBOne",171
"2018-11-04_3DS","2018-11-04",7,"3DS",5699
"2018-11-04_Vita","2018-11-04",7,"Vita",1838
"2018-11-04_NSW","2018-11-04",7,"NSW",40344
"2018-11-04_PS4","2018-11-04",7,"PS4",17783
"2018-11-04_XBOne","2018-11-04",7,"XBOne",223
"2018-11-11_3DS","2018-11-11",7,"3DS",6041
"2018-11-11_Vita","2018-11-11",7,"Vita",1668
"2018-11-11_NSW","2018-11-11",7,"NSW",53385
"2018-11-11_PS4","2018-11-11",7,"PS4",16216
"2018-11-11_XBOne","2018-11-11",7,"XBOne",473
"2018-11-18_3DS","2018-11-18",7,"3DS",6056
"2018-11-18_Vita","2018-11-18",7,"Vita",1818
"2018-11-18_NSW","2018-11-18",7,"NSW",180585
"2018-11-18_PS4","2018-11-18",7,"PS4",15890
"2018-11-18_XBOne","2018-11-18",7,"XBOne",202
"2018-11-25_3DS","2018-11-25",7,"3DS",8302
"2018-11-25_Vita","2018-11-25",7,"Vita",1819
"2018-11-25_NSW","2018-11-25",7,"NSW",113341
"2018-11-25_PS4","2018-11-25",7,"PS4",29283
"2018-11-25_XBOne","2018-11-25",7,"XBOne",684
"2018-12-02_3DS","2018-12-02",7,"3DS",8804
"2018-12-02_Vita","2018-12-02",7,"Vita",1730
"2018-12-02_NSW","2018-12-02",7,"NSW",107450
"2018-12-02_PS4","2018-12-02",7,"PS4",18801
"2018-12-02_XBOne","2018-12-02",7,"XBOne",194
"2018-12-09_3DS","2018-12-09",7,"3DS",12487
"2018-12-09_Vita","2018-12-09",7,"Vita",2130
"2018-12-09_NSW","2018-12-09",7,"NSW",278313
"2018-12-09_PS4","2018-12-09",7,"PS4",67911
"2018-12-09_XBOne","2018-12-09",7,"XBOne",358
"2018-12-16_3DS","2018-12-16",7,"3DS",17525
"2018-12-16_Vita","2018-12-16",7,"Vita",2583
"2018-12-16_NSW","2018-12-16",7,"NSW",285513
"2018-12-16_PS4","2018-12-16",7,"PS4",82546
"2018-12-16_XBOne","2018-12-16",7,"XBOne",489
"2018-12-23_3DS","2018-12-23",7,"3DS",25568
"2018-12-23_Vita","2018-12-23",7,"Vita",3595
"2018-12-23_NSW","2018-12-23",7,"NSW",300661
"2018-12-23_PS4","2018-12-23",7,"PS4",75178
"2018-12-23_XBOne","2018-12-23",7,"XBOne",305
"2018-12-30_3DS","2018-12-30",7,"3DS",11775
"2018-12-30_Vita","2018-12-30",7,"Vita",2658
"2018-12-30_NSW","2018-12-30",7,"NSW",186806
"2018-12-30_PS4","2018-12-30",7,"PS4",75683
"2018-12-30_XBOne","2018-12-30",7,"XBOne",362
"2019-01-06_3DS","2019-01-06",7,"3DS",28969
"2019-01-06_Vita","2019-01-06",7,"Vita",3577
"2019-01-06_NSW","2019-01-06",7,"NSW",225698
"2019-01-06_PS4","2019-01-06",7,"PS4",132566
"2019-01-06_XBOne","2019-01-06",7,"XBOne",257
"2019-01-13_3DS","2019-01-13",7,"3DS",5493
"2019-01-13_Vita","2019-01-13",7,"Vita",1701
"2019-01-13_NSW","2019-01-13",7,"NSW",83136
"2019-01-13_PS4","2019-01-13",7,"PS4",17188
"2019-01-13_XBOne","2019-01-13",7,"XBOne",180
"2019-01-20_3DS","2019-01-20",7,"3DS",4939
"2019-01-20_Vita","2019-01-20",7,"Vita",1853
"2019-01-20_NSW","2019-01-20",7,"NSW",71672
"2019-01-20_PS4","2019-01-20",7,"PS4",19365
"2019-01-20_XBOne","2019-01-20",7,"XBOne",166
"2019-01-27_3DS","2019-01-27",7,"3DS",4654
"2019-01-27_Vita","2019-01-27",7,"Vita",1787
"2019-01-27_NSW","2019-01-27",7,"NSW",51556
"2019-01-27_PS4","2019-01-27",7,"PS4",51704
"2019-01-27_XBOne","2019-01-27",7,"XBOne",130
"2019-02-03_3DS","2019-02-03",7,"3DS",4134
"2019-02-03_Vita","2019-02-03",7,"Vita",1231
"2019-02-03_NSW","2019-02-03",7,"NSW",66448
"2019-02-03_PS4","2019-02-03",7,"PS4",27832
"2019-02-03_XBOne","2019-02-03",7,"XBOne",96
"2019-02-10_3DS","2019-02-10",7,"3DS",3972
"2019-02-10_Vita","2019-02-10",7,"Vita",1504
"2019-02-10_NSW","2019-02-10",7,"NSW",61042
"2019-02-10_PS4","2019-02-10",7,"PS4",19981
"2019-02-10_XBOne","2019-02-10",7,"XBOne",270
"2019-02-17_3DS","2019-02-17",7,"3DS",3890
"2019-02-17_Vita","2019-02-17",7,"Vita",1475
"2019-02-17_NSW","2019-02-17",7,"NSW",64313
"2019-02-17_PS4","2019-02-17",7,"PS4",21571
"2019-02-17_XBOne","2019-02-17",7,"XBOne",68
"2019-02-24_3DS","2019-02-24",7,"3DS",3555
"2019-02-24_Vita","2019-02-24",7,"Vita",3554
"2019-02-24_NSW","2019-02-24",7,"NSW",49139
"2019-02-24_PS4","2019-02-24",7,"PS4",18372
"2019-02-24_XBOne","2019-02-24",7,"XBOne",55
"2019-03-03_3DS","2019-03-03",7,"3DS",6084
"2019-03-03_Vita","2019-03-03",7,"Vita",4733
"2019-03-03_NSW","2019-03-03",7,"NSW",66453
"2019-03-03_PS4","2019-03-03",7,"PS4",22402
"2019-03-03_XBOne","2019-03-03",7,"XBOne",99
"2019-03-10_3DS","2019-03-10",7,"3DS",4276
"2019-03-10_Vita","2019-03-10",7,"Vita",6403
"2019-03-10_NSW","2019-03-10",7,"NSW",67624
"2019-03-10_PS4","2019-03-10",7,"PS4",29949
"2019-03-10_XBOne","2019-03-10",7,"XBOne",65
"2019-03-17_3DS","2019-03-17",7,"3DS",4659
"2019-03-17_Vita","2019-03-17",7,"Vita",1706
"2019-03-17_NSW","2019-03-17",7,"NSW",55478
"2019-03-17_PS4","2019-03-17",7,"PS4",29948
"2019-03-17_XBOne","2019-03-17",7,"XBOne",195
"2019-03-24_3DS","2019-03-24",7,"3DS",6819
"2019-03-24_Vita","2019-03-24",7,"Vita",821
"2019-03-24_NSW","2019-03-24",7,"NSW",56812
"2019-03-24_PS4","2019-03-24",7,"PS4",29746
"2019-03-24_XBOne","2019-03-24",7,"XBOne",96
"2019-03-31_3DS","2019-03-31",7,"3DS",5056
"2019-03-31_Vita","2019-03-31",7,"Vita",717
"2019-03-31_NSW","2019-03-31",7,"NSW",49852
"2019-03-31_PS4","2019-03-31",7,"PS4",23863
"2019-03-31_XBOne","2019-03-31",7,"XBOne",92
"2019-04-07_3DS","2019-04-07",7,"3DS",4388
"2019-04-07_Vita","2019-04-07",7,"Vita",482
"2019-04-07_NSW","2019-04-07",7,"NSW",46850
"2019-04-07_PS4","2019-04-07",7,"PS4",13854
"2019-04-07_XBOne","2019-04-07",7,"XBOne",93
"2019-04-14_3DS","2019-04-14",7,"3DS",3340
"2019-04-14_Vita","2019-04-14",7,"Vita",575
"2019-04-14_NSW","2019-04-14",7,"NSW",54101
"2019-04-14_PS4","2019-04-14",7,"PS4",11793
"2019-04-14_XBOne","2019-04-14",7,"XBOne",66
"2019-04-21_3DS","2019-04-21",7,"3DS",3232
"2019-04-21_Vita","2019-04-21",7,"Vita",571
"2019-04-21_NSW","2019-04-21",7,"NSW",40338
"2019-04-21_PS4","2019-04-21",7,"PS4",11363
"2019-04-21_XBOne","2019-04-21",7,"XBOne",83
"2019-04-28_3DS","2019-04-28",7,"3DS",4580
"2019-04-28_Vita","2019-04-28",7,"Vita",536
"2019-04-28_NSW","2019-04-28",7,"NSW",42108
"2019-04-28_PS4","2019-04-28",7,"PS4",14167
"2019-04-28_XBOne","2019-04-28",7,"XBOne",155
"2019-05-12_3DS","2019-05-12",14,"3DS",10351
"2019-05-12_Vita","2019-05-12",14,"Vita",1088
"2019-05-12_NSW","2019-05-12",14,"NSW",83471
"2019-05-12_PS4","2019-05-12",14,"PS4",30003
"2019-05-12_XBOne","2019-05-12",14,"XBOne",382
"2019-05-19_3DS","2019-05-19",7,"3DS",2529
"2019-05-19_Vita","2019-05-19",7,"Vita",290
"2019-05-19_NSW","2019-05-19",7,"NSW",32564
"2019-05-19_PS4","2019-05-19",7,"PS4",9560
"2019-05-19_XBOne","2019-05-19",7,"XBOne",112
"2019-05-26_3DS","2019-05-26",7,"3DS",2595
"2019-05-26_Vita","2019-05-26",7,"Vita",314
"2019-05-26_NSW","2019-05-26",7,"NSW",25936
"2019-05-26_PS4","2019-05-26",7,"PS4",9642
"2019-05-26_XBOne","2019-05-26",7,"XBOne",92
"2019-06-02_3DS","2019-06-02",7,"3DS",2255
"2019-06-02_Vita","2019-06-02",7,"Vita",251
"2019-06-02_NSW","2019-06-02",7,"NSW",33154
"2019-06-02_PS4","2019-06-02",7,"PS4",8982
"2019-06-02_XBOne","2019-06-02",7,"XBOne",91
"2019-06-09_3DS","2019-06-09",7,"3DS",2732
"2019-06-09_Vita","2019-06-09",7,"Vita",157
"2019-06-09_NSW","2019-06-09",7,"NSW",33590
"2019-06-09_PS4","2019-06-09",7,"PS4",30108
"2019-06-09_XBOne","2019-06-09",7,"XBOne",137
"2019-06-16_3DS","2019-06-16",7,"3DS",2768
"2019-06-16_Vita","2019-06-16",7,"Vita",139
